,DATE,TEC
810,2020-10-21 10:30:00,119
811,2020-10-21 10:45:00,104
812,2020-10-21 11:00:00,79
813,2020-10-21 11:15:00,59
814,2020-10-21 11:30:00,68
815,2020-10-21 11:45:00,86
816,2020-10-21 12:00:00,90
817,2020-10-21 12:15:00,99
818,2020-10-21 12:30:00,107
819,2020-10-21 12:45:00,110
820,2020-10-21 13:00:00,103
821,2020-10-21 13:15:00,79
822,2020-10-21 13:30:00,84
823,2020-10-21 13:45:00,87
824,2020-10-21 14:00:00,111
825,2020-10-21 14:15:00,92
826,2020-10-21 14:30:00,88
827,2020-10-21 14:45:00,87
828,2020-10-21 15:00:00,117
829,2020-10-21 15:15:00,108
830,2020-10-21 15:30:00,115
831,2020-10-21 15:45:00,113
832,2020-10-21 16:00:00,114
833,2020-10-21 16:15:00,115
834,2020-10-21 16:30:00,113
835,2020-10-21 16:45:00,115
836,2020-10-21 17:00:00,131
837,2020-10-21 17:15:00,132
838,2020-10-21 17:30:00,151
839,2020-10-21 17:45:00,165
840,2020-10-21 18:00:00,183
841,2020-10-21 18:15:00,168
842,2020-10-21 18:30:00,169
843,2020-10-21 18:45:00,171
844,2020-10-21 19:00:00,167
845,2020-10-21 19:15:00,148
846,2020-10-21 19:30:00,146
847,2020-10-21 19:45:00,163
848,2020-10-21 20:00:00,161
849,2020-10-21 20:15:00,159
850,2020-10-21 20:30:00,160
851,2020-10-21 20:45:00,167
852,2020-10-21 21:00:00,165
853,2020-10-21 21:15:00,163
854,2020-10-21 21:30:00,163
855,2020-10-21 21:45:00,142
856,2020-10-21 22:00:00,157
857,2020-10-21 22:15:00,157
858,2020-10-21 22:30:00,152
859,2020-10-21 22:45:00,147
860,2020-10-21 23:00:00,153
861,2020-10-21 23:15:00,137
862,2020-10-21 23:30:00,131
863,2020-10-21 23:45:00,150
864,2020-10-22 00:00:00,142
865,2020-10-22 00:15:00,142
866,2020-10-22 00:30:00,117
867,2020-10-22 00:45:00,118
868,2020-10-22 01:00:00,99
869,2020-10-22 01:15:00,90
870,2020-10-22 01:30:00,94
871,2020-10-22 01:45:00,98
872,2020-10-22 02:00:00,112
873,2020-10-22 02:15:00,125
874,2020-10-22 02:30:00,137
875,2020-10-22 02:45:00,148
876,2020-10-22 03:00:00,158
877,2020-10-22 03:15:00,167
878,2020-10-22 03:30:00,141
879,2020-10-22 03:45:00,116
880,2020-10-22 04:00:00,140
881,2020-10-22 04:15:00,126
882,2020-10-22 04:30:00,115
883,2020-10-22 04:45:00,142
884,2020-10-22 05:00:00,103
885,2020-10-22 05:15:00,62
886,2020-10-22 05:30:00,94
887,2020-10-22 05:45:00,98
888,2020-10-22 06:00:00,95
889,2020-10-22 06:15:00,96
890,2020-10-22 06:30:00,104
891,2020-10-22 06:45:00,116
892,2020-10-22 07:00:00,132
893,2020-10-22 07:15:00,119
894,2020-10-22 07:30:00,105
895,2020-10-22 07:45:00,79
896,2020-10-22 08:00:00,66
897,2020-10-22 08:15:00,74
898,2020-10-22 08:30:00,86
899,2020-10-22 08:45:00,84
900,2020-10-22 09:00:00,84
901,2020-10-22 09:15:00,79
902,2020-10-22 09:30:00,86
903,2020-10-22 09:45:00,97
904,2020-10-22 10:00:00,103
905,2020-10-22 10:15:00,113
906,2020-10-22 10:30:00,123
907,2020-10-22 10:45:00,85
908,2020-10-22 11:00:00,55
909,2020-10-22 11:15:00,65
910,2020-10-22 11:30:00,72
911,2020-10-22 11:45:00,84
912,2020-10-22 12:00:00,93
913,2020-10-22 12:15:00,100
914,2020-10-22 12:30:00,104
915,2020-10-22 12:45:00,105
916,2020-10-22 13:00:00,83
917,2020-10-22 13:15:00,70
918,2020-10-22 13:30:00,79
919,2020-10-22 13:45:00,90
920,2020-10-22 14:00:00,102
921,2020-10-22 14:15:00,103
922,2020-10-22 14:30:00,95
923,2020-10-22 14:45:00,100
924,2020-10-22 15:00:00,127
925,2020-10-22 15:15:00,122
926,2020-10-22 15:30:00,110
927,2020-10-22 15:45:00,110
928,2020-10-22 16:00:00,113
929,2020-10-22 16:15:00,125
930,2020-10-22 16:30:00,121
931,2020-10-22 16:45:00,112
932,2020-10-22 17:00:00,121
933,2020-10-22 17:15:00,141
934,2020-10-22 17:30:00,156
935,2020-10-22 17:45:00,167
936,2020-10-22 18:00:00,164
937,2020-10-22 18:15:00,161
938,2020-10-22 18:30:00,163
939,2020-10-22 18:45:00,152
940,2020-10-22 19:00:00,135
941,2020-10-22 19:15:00,128
942,2020-10-22 19:30:00,120
943,2020-10-22 19:45:00,133
944,2020-10-22 20:00:00,136
945,2020-10-22 20:15:00,133
946,2020-10-22 20:30:00,130
947,2020-10-22 20:45:00,135
948,2020-10-22 21:00:00,139
949,2020-10-22 21:15:00,136
950,2020-10-22 21:30:00,129
951,2020-10-22 21:45:00,109
952,2020-10-22 22:00:00,109
953,2020-10-22 22:15:00,125
954,2020-10-22 22:30:00,115
955,2020-10-22 22:45:00,132
956,2020-10-22 23:00:00,143
957,2020-10-22 23:15:00,148
958,2020-10-22 23:30:00,163
959,2020-10-22 23:45:00,165
960,2020-10-23 00:00:00,166
961,2020-10-23 00:15:00,164
962,2020-10-23 00:30:00,155
963,2020-10-23 00:45:00,140
964,2020-10-23 01:00:00,115
965,2020-10-23 01:15:00,101
966,2020-10-23 01:30:00,112
967,2020-10-23 01:45:00,115
968,2020-10-23 02:00:00,101
969,2020-10-23 02:15:00,92
970,2020-10-23 02:30:00,72
971,2020-10-23 02:45:00,71
972,2020-10-23 03:00:00,88
973,2020-10-23 03:15:00,97
974,2020-10-23 03:30:00,72
975,2020-10-23 03:45:00,72
976,2020-10-23 04:00:00,88
977,2020-10-23 04:15:00,92
978,2020-10-23 04:30:00,96
979,2020-10-23 04:45:00,84
980,2020-10-23 05:00:00,72
981,2020-10-23 05:15:00,77
982,2020-10-23 05:30:00,86
983,2020-10-23 05:45:00,92
984,2020-10-23 06:00:00,86
985,2020-10-23 06:15:00,91
986,2020-10-23 06:30:00,96
987,2020-10-23 06:45:00,106
988,2020-10-23 07:00:00,105
989,2020-10-23 07:15:00,105
990,2020-10-23 07:30:00,83
991,2020-10-23 07:45:00,66
992,2020-10-23 08:00:00,62
993,2020-10-23 08:15:00,90
994,2020-10-23 08:30:00,90
995,2020-10-23 08:45:00,82
996,2020-10-23 09:00:00,84
997,2020-10-23 09:15:00,79
998,2020-10-23 09:30:00,86
999,2020-10-23 09:45:00,90
1000,2020-10-23 10:00:00,92
1001,2020-10-23 10:15:00,106
1002,2020-10-23 10:30:00,95
1003,2020-10-23 10:45:00,68
1004,2020-10-23 11:00:00,59
1005,2020-10-23 11:15:00,72
1006,2020-10-23 11:30:00,75
1007,2020-10-23 11:45:00,77
1008,2020-10-23 12:00:00,86
1009,2020-10-23 12:15:00,95
1010,2020-10-23 12:30:00,100
1011,2020-10-23 12:45:00,81
1012,2020-10-23 13:00:00,72
1013,2020-10-23 13:15:00,66
1014,2020-10-23 13:30:00,82
1015,2020-10-23 13:45:00,91
1016,2020-10-23 14:00:00,74
1017,2020-10-23 14:15:00,84
1018,2020-10-23 14:30:00,82
1019,2020-10-23 14:45:00,100
1020,2020-10-23 15:00:00,121
1021,2020-10-23 15:15:00,117
1022,2020-10-23 15:30:00,106
1023,2020-10-23 15:45:00,108
1024,2020-10-23 16:00:00,113
1025,2020-10-23 16:15:00,116
1026,2020-10-23 16:30:00,109
1027,2020-10-23 16:45:00,110
1028,2020-10-23 17:00:00,120
1029,2020-10-23 17:15:00,140
1030,2020-10-23 17:30:00,155
1031,2020-10-23 17:45:00,165
1032,2020-10-23 18:00:00,154
1033,2020-10-23 18:15:00,166
1034,2020-10-23 18:30:00,160
1035,2020-10-23 18:45:00,155
1036,2020-10-23 19:00:00,138
1037,2020-10-23 19:15:00,129
1038,2020-10-23 19:30:00,116
1039,2020-10-23 19:45:00,129
1040,2020-10-23 20:00:00,122
1041,2020-10-23 20:15:00,127
1042,2020-10-23 20:30:00,133
1043,2020-10-23 20:45:00,140
1044,2020-10-23 21:00:00,153
1045,2020-10-23 21:15:00,152
1046,2020-10-23 21:30:00,144
1047,2020-10-23 21:45:00,143
1048,2020-10-23 22:00:00,151
1049,2020-10-23 22:15:00,155
1050,2020-10-23 22:30:00,162
1051,2020-10-23 22:45:00,158
1052,2020-10-23 23:00:00,179
1053,2020-10-23 23:15:00,190
1054,2020-10-23 23:30:00,204
1055,2020-10-23 23:45:00,195
1056,2020-10-24 00:00:00,203
1057,2020-10-24 00:15:00,206
1058,2020-10-24 00:30:00,191
1059,2020-10-24 00:45:00,187
1060,2020-10-24 01:00:00,153
1061,2020-10-24 01:15:00,155
1062,2020-10-24 01:30:00,154
1063,2020-10-24 01:45:00,144
1064,2020-10-24 02:00:00,109
1065,2020-10-24 02:15:00,109
1066,2020-10-24 02:30:00,98
1067,2020-10-24 02:45:00,97
1068,2020-10-24 03:00:00,108
1069,2020-10-24 03:15:00,107
1070,2020-10-24 03:30:00,82
1071,2020-10-24 03:45:00,84
1072,2020-10-24 04:00:00,103
1073,2020-10-24 04:15:00,102
1074,2020-10-24 04:30:00,100
1075,2020-10-24 04:45:00,74
1076,2020-10-24 05:00:00,82
1077,2020-10-24 05:15:00,96
1078,2020-10-24 05:30:00,97
1079,2020-10-24 05:45:00,103
1080,2020-10-24 06:00:00,101
1081,2020-10-24 06:15:00,103
1082,2020-10-24 06:30:00,109
1083,2020-10-24 06:45:00,123
1084,2020-10-24 07:00:00,119
1085,2020-10-24 07:15:00,114
1086,2020-10-24 07:30:00,87
1087,2020-10-24 07:45:00,74
1088,2020-10-24 08:00:00,78
1089,2020-10-24 08:15:00,98
1090,2020-10-24 08:30:00,101
1091,2020-10-24 08:45:00,114
1092,2020-10-24 09:00:00,107
1093,2020-10-24 09:15:00,99
1094,2020-10-24 09:30:00,112
1095,2020-10-24 09:45:00,108
1096,2020-10-24 10:00:00,109
1097,2020-10-24 10:15:00,115
1098,2020-10-24 10:30:00,88
1099,2020-10-24 10:45:00,57
1100,2020-10-24 11:00:00,63
1101,2020-10-24 11:15:00,74
1102,2020-10-24 11:30:00,75
1103,2020-10-24 11:45:00,81
1104,2020-10-24 12:00:00,90
1105,2020-10-24 12:15:00,101
1106,2020-10-24 12:30:00,97
1107,2020-10-24 12:45:00,87
1108,2020-10-24 13:00:00,82
1109,2020-10-24 13:15:00,78
1110,2020-10-24 13:30:00,85
1111,2020-10-24 13:45:00,95
1112,2020-10-24 14:00:00,90
1113,2020-10-24 14:15:00,88
1114,2020-10-24 14:30:00,87
1115,2020-10-24 14:45:00,105
1116,2020-10-24 15:00:00,122
1117,2020-10-24 15:15:00,129
1118,2020-10-24 15:30:00,114
1119,2020-10-24 15:45:00,111
1120,2020-10-24 16:00:00,118
1121,2020-10-24 16:15:00,115
1122,2020-10-24 16:30:00,125
1123,2020-10-24 16:45:00,130
1124,2020-10-24 17:00:00,132
1125,2020-10-24 17:15:00,154
1126,2020-10-24 17:30:00,157
1127,2020-10-24 17:45:00,161
1128,2020-10-24 18:00:00,161
1129,2020-10-24 18:15:00,154
1130,2020-10-24 18:30:00,152
1131,2020-10-24 18:45:00,143
1132,2020-10-24 19:00:00,123
1133,2020-10-24 19:15:00,117
1134,2020-10-24 19:30:00,107
1135,2020-10-24 19:45:00,125
1136,2020-10-24 20:00:00,124
1137,2020-10-24 20:15:00,131
1138,2020-10-24 20:30:00,135
1139,2020-10-24 20:45:00,138
1140,2020-10-24 21:00:00,143
1141,2020-10-24 21:15:00,143
1142,2020-10-24 21:30:00,141
1143,2020-10-24 21:45:00,137
1144,2020-10-24 22:00:00,140
1145,2020-10-24 22:15:00,151
1146,2020-10-24 22:30:00,148
1147,2020-10-24 22:45:00,163
1148,2020-10-24 23:00:00,151
1149,2020-10-24 23:15:00,151
1150,2020-10-24 23:30:00,157
1151,2020-10-24 23:45:00,156
1152,2020-10-25 00:00:00,154
1153,2020-10-25 00:15:00,141
1154,2020-10-25 00:30:00,120
1155,2020-10-25 00:45:00,115
1156,2020-10-25 01:00:00,106
1157,2020-10-25 01:15:00,101
1158,2020-10-25 01:30:00,107
1159,2020-10-25 01:45:00,92
1160,2020-10-25 02:00:00,97
1161,2020-10-25 02:15:00,89
1162,2020-10-25 02:30:00,83
1163,2020-10-25 02:45:00,85
1164,2020-10-25 03:00:00,99
1165,2020-10-25 03:15:00,84
1166,2020-10-25 03:30:00,70
1167,2020-10-25 03:45:00,83
1168,2020-10-25 04:00:00,87
1169,2020-10-25 04:15:00,95
1170,2020-10-25 04:30:00,92
1171,2020-10-25 04:45:00,78
1172,2020-10-25 05:00:00,85
1173,2020-10-25 05:15:00,82
1174,2020-10-25 05:30:00,83
1175,2020-10-25 05:45:00,89
1176,2020-10-25 06:00:00,86
1177,2020-10-25 06:15:00,93
1178,2020-10-25 06:30:00,106
1179,2020-10-25 06:45:00,118
1180,2020-10-25 07:00:00,113
1181,2020-10-25 07:15:00,101
1182,2020-10-25 07:30:00,76
1183,2020-10-25 07:45:00,65
1184,2020-10-25 08:00:00,88
1185,2020-10-25 08:15:00,105
1186,2020-10-25 08:30:00,104
1187,2020-10-25 08:45:00,110
1188,2020-10-25 09:00:00,103
1189,2020-10-25 09:15:00,102
1190,2020-10-25 09:30:00,107
1191,2020-10-25 09:45:00,106
1192,2020-10-25 10:00:00,104
1193,2020-10-25 10:15:00,114
1194,2020-10-25 10:30:00,84
1195,2020-10-25 10:45:00,52
1196,2020-10-25 11:00:00,62
1197,2020-10-25 11:15:00,69
1198,2020-10-25 11:30:00,76
1199,2020-10-25 11:45:00,85
1200,2020-10-25 12:00:00,94
1201,2020-10-25 12:15:00,98
1202,2020-10-25 12:30:00,79
1203,2020-10-25 12:45:00,78
1204,2020-10-25 13:00:00,68
1205,2020-10-25 13:15:00,75
1206,2020-10-25 13:30:00,88
1207,2020-10-25 13:45:00,93
1208,2020-10-25 14:00:00,82
1209,2020-10-25 14:15:00,74
1210,2020-10-25 14:30:00,75
1211,2020-10-25 14:45:00,107
1212,2020-10-25 15:00:00,116
1213,2020-10-25 15:15:00,112
1214,2020-10-25 15:30:00,112
1215,2020-10-25 15:45:00,114
1216,2020-10-25 16:00:00,132
1217,2020-10-25 16:15:00,128
1218,2020-10-25 16:30:00,127
1219,2020-10-25 16:45:00,136
1220,2020-10-25 17:00:00,138
1221,2020-10-25 17:15:00,145
1222,2020-10-25 17:30:00,167
1223,2020-10-25 17:45:00,172
1224,2020-10-25 18:00:00,177
1225,2020-10-25 18:15:00,184
1226,2020-10-25 18:30:00,188
1227,2020-10-25 18:45:00,187
1228,2020-10-25 19:00:00,147
1229,2020-10-25 19:15:00,138
1230,2020-10-25 19:30:00,135
1231,2020-10-25 19:45:00,140
1232,2020-10-25 20:00:00,143
1233,2020-10-25 20:15:00,152
1234,2020-10-25 20:30:00,151
1235,2020-10-25 20:45:00,164
1236,2020-10-25 21:00:00,154
1237,2020-10-25 21:15:00,155
1238,2020-10-25 21:30:00,142
1239,2020-10-25 21:45:00,141
1240,2020-10-25 22:00:00,137
1241,2020-10-25 22:15:00,149
1242,2020-10-25 22:30:00,150
1243,2020-10-25 22:45:00,149
1244,2020-10-25 23:00:00,140
1245,2020-10-25 23:15:00,140
1246,2020-10-25 23:30:00,165
1247,2020-10-25 23:45:00,152
